tweet,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5
كشف تفاصيل جديدة في ذكرى اغتيال المبحوح عربي,0,0,0,0,0
انتحار بسنت النيابة المصرية تحيل متهمين لمحكمة الجنايات سكاي نيوز عربية,1,0,1,0,1
تفاصيل وفاة لاعبة كرة سرعة والعثور على جثتها أعلى سطح عمارة بكفر الشيخ اليوم السابع,0,0,0,0,0
بيان رسمي وفاة فرانسيسكو خينتو نادي ريال مدريد,0,0,0,0,0
مبروك عطية من يتسبب فى انتحار ابنه أو بنته يعد قاتلا بالخطأ,1,0,1,0,0
اختفاء شبان لبنانيين من طرابلس يثير القلق وداعش في الخلفية سكاي نيوز عربية,0,0,0,0,0
اختفاء طالبة ثانوي بحي شمبات الخرطوم في ظروف غامضة النيلين,0,0,0,0,0
قوى الأمن عممت صورة مفقود غادر منزله في محلة الميناء طرابلس ولم يعد,0,0,0,0,0
هيئة البحث والتعرف عن المفقودين تتعرف على هوية  جثث خلال العام الماضي,0,0,0,0,0
العثور على جثة طفل بلجيكي مفقود عمره أربع سنوات في هولندا اخبار العالم فيوتشر نيوز,0,0,0,0,0
تشريح جثة طفل عذبه زوج والدته حتى الموت بحلوان بوابة الأهرام,0,0,0,0,0
خطر يصل إلى الموت طبيب يحذر من مشاهدة التلفزيون لفترات طويلة الإمارات اليوم,0,0,0,0,0
تيار الوصفيون الجدد ينعى شهيدي القوات المسلحة النقيب الخضيرات والوكيل المشاقبة جفرا نيوز,0,0,0,0,0
بالتفاصيل اعترافات خطيرة للمتهمين في قضية النصب على الطلبة الشروق,0,0,0,0,0
أم مصرية تنقذ ابنها من حكم بالإعدام بعد قتله شقيقته عربي,0,0,0,0,0
العراق جريمة مروعة في بابل أب يقتل عائلته ثم ينتحر صدى البلد,1,0,1,0,1
جريمة مروعة امرأة تقتل طفلا وتعذب آخر في السويداء صحيفة جسر,0,0,0,0,0
جثة معلقة بغرفة النوم تفاصيل انتحار موظفة داخل شقتها   مايو,1,0,1,1,1
المخابرات تكشف عن جريمة خلف وفاة شاب بشبهة انتحار في الخليل وكالة معا الاخبارية,1,0,1,1,1
الإفتاء المصرية تنفي تصريح الساعة وتتحدث عن انتشار وسيلة انتحار جديدة القدس العربي,1,0,1,0,0
عملية اغتيال في طرابلس توقيف احد المتهمين سفير الشمال,0,0,0,0,0
القبض على متورطين في اغتيال السفير الإيطالي بالكونغو جريدة الدستور,0,0,0,0,0
عائلة الزواري تطالب بإصدار بطاقة جلب ضد المتهمين بالاغتيال العربي الجديد,0,0,0,0,0
أسرة الكاتب محمد ناجي أحمد تقول إنه توفي نتيجة عملية اغتيال سياسي المصدر أونلاين,0,0,0,0,0
عن رحيل المجاهد علي علية الشروق أونلاين,0,0,0,0,0
فى مثل هذا اليوم رحيل الإمام الشافعى ثالث الأئمة الأربعة فى مصر,0,0,0,0,0
رحيل رمز من رموز الوداد عبد المالك السنتيسي أخر الأخبار الرياضية جريدة المنتخب,0,0,0,0,0
وفيات الأربعاء     عين نيوز,0,0,0,0,0
اخبار لبنان بعد ان تدخل أمس لمساعدة ابنتهم رسالة من عائلة الطفلة ليلى الرفاعي الى قائد الجيش,0,0,0,0,0
فاطمة الزيود في ذمة الله جفرا نيوز,0,0,0,0,0
شيخ شمل جشم يام في ذمة الله جريدة الوطن السعودية,0,0,0,0,0
الموت يفجع الفنانة إيمان العاصي اعرف التفاصيل المستقبل,0,0,0,0,0
البروفيسور محمد طيبي في ذمة الله الصوت الآخر,0,0,0,0,0
المحامي السابق والشاعر الحسين القمري في ذمة الله,0,0,0,0,0
الشاعر الحسين القمري في ذمة الله طنجة,0,0,0,0,0
الموت يفجع النائب فيصل كرامي,0,0,0,0,0
وفاة خال النائب فيصل كرامي هكذا نعاه سفير الشمال,0,0,0,0,0
كميليا علي سلامه الضامن أم رومي الملكاوي في ذمة الله وكالة كنانة نيوز,0,0,0,0,0
بكلمات مؤثرة ومقتطفات من حياته الدكتور فيصل القاسم ينعى والده أبو فيصل صور,0,0,0,0,0
من النمسا البقاء لله الطفل زياد فى ذمة الله نمساوى,0,0,0,0,0
وفاة خال الفنانة إيمان العاصي فن الوطن,0,0,0,0,0
من اللي بغسلك لما تموت جهينة الإخبارية,0,0,0,0,0
عشائر العزام تعزي عشيرتي الخضيرات والمشاقبة وكالة أنباء سرايا الإخبارية حرية سقفها السماء,0,0,0,0,0
قدس الأباتي اثناسيوس الجلخ في ذمة الله الكتائب اللبنانية,0,0,0,0,0
مؤسس منهج نور البيان في ذمة الله موقع اليوم الإخباري,0,0,0,0,0
إبراء ذمة تركة منصور بن مانع بن جمعة رحمه الله,0,0,0,0,0
أندريا بوتشيلي في العلا مجددا,0,0,0,0,0
خليفة حقوق الطفل متكاملة وغير مجزأة أخبار السعودية صحيفة عكاظ,0,0,0,0,0
مصرع الممثل جاسبارد أوليه فى حادث مأساوى عن عمر   عاما صور اليوم السابع,0,0,0,0,0
الحكم نهائي وينتظر التنفيذ سنوات سجن للبرازيلي روبينيو بتهمة الاغتصاب الجماعي كرة قدم,0,0,0,0,0
تنفيذ حكم القتل قصاصا في مواطن قتل آخر طعنا بنجران أخبار السعودية صحيفة عكاظ,0,0,0,0,0
هاشتاق مثير بشأن كنو والنصر يتصدر التريند بعد أول جلسة في القضية مرصد الرياضة,0,0,0,0,0
عاد من الاغتراب ليضع الورود على ضريح زوجته ولكن خطفه الموت جنوبية,0,0,0,0,0
وداعا صلاح الموجي وفاة منقذ كنيسة مارمينا من إرهابي حلوان بعد معاناة مع كورونا المصري اليوم,0,0,0,0,0
خذي الحقيقه اللي مارضي يصدقوها اللي أخذوا التطعيم يوم حذرناهم ان تلقي التطعيم هو أنتحار وتهلكه لنفسهم اللي ربي حذرهم منها بعدها صدقوا مرتزقة اللقاحات متلقي التطعيم يعتبر منتحر وبوضوح قالها ال احد أعراضه الموت يعني كأن تعرف أن السم يقتل وتقول ماراح يقتلني وتروح تاخذه,0,1,0,0,0
في ذكراه التاسعة   عملا رصيد وحيد سيف صاحب الكوميديا المختلفة جريدة الدستور,0,0,0,0,
عذر طالبان بر سميت بشناسيد ما مسلمانيم اگر چه پيش شما طالبان نادانيم براى چوكى چقدر انتحار ها كرديم پى گرفتن قدرت گذشته از جانيم ظفر,0,0,0,0,0
قضية مجمع أمنهيد سنوات حبسا نافذا في حق سلال و  سنوات لنسيب الشروق أونلاين,0,0,0,0,0
أنتحار رجل,1,1,0,1,1
كريمه انتحرت خلاص حد يصحى بلحة يقوله كنا بنسمع عن حالة انتحار كل كام سنه وبنستغربها لاننا مجتمع دينى اسلامى يحرم قتل النفس فكيف بهذا الكم من الانتحار في عام واحد وما خفي كان اعظم ارحل يا سيسي,1,1,1,0,1
هو مش غريبة الكلام الدراسة وخصوصا للباااااحثين وفيه كلام طالع علي الانتحار الجماعي ولا ده صدف,1,0,0,0,1
كل النسويات معتقدات إن النرويج والدول الإسكندنافية بشكل عام وبفضل الحقوق الممنوحة للمرأة إنها بلد السعادة المطلقة بينما هي بالواقع تتصدر دول العالم في الإقبال الإنتحار قرأت دراسة قبل فترة إنها بسبب المناخ القاسي وتمجيد المادة وموت الجانب الروحاني يعاني أغلب سكانها من الإكتئاب,1,0,0,0,1
حاول الانتحار من اعلى سطح المبنى بسبب ديونه الكثيرة لكنه سقط على سيارة ولم يمت حكم عليه بدفع قيمة السيارة وإضافة الى ديونه المتراكمة عندما تتخلى عنك الحياة,1,0,1,1,1
أسرار من حياة نجمة الشاشة المصرية تزوجت من أمير خليجي بارز   سنوات وحاولت الانتحار بسبب ابنتها الرائجة المتداول الرائج,1,0,1,0,1
جو بایدن افغانستان ظرفیت متحد شدن را ندارد بلی باکمال تأسف افغانستان سالهاست درگیری بیماری قومی آفت فرهنگی است کشوری که بنیاد اش به علم کشی فرزند کشی آدم کشی انفجار انتحار شخصیت کشی بنا شده است سعادت آبادی را به گدایی هم بدست نخواهد آورد,0,0,0,1,0
